,price,location,area,facing,no_of_bedroom,no_of_bathroom,no_of_livingroom,no_of_kitchen,parking,road_size,floors
589,"रु.3,10,00,000",setipakha,5.5 aana,East,4,4,2,2,7,10,2.5
590,"रु.1,60,00,000",changathali,3 anna 2 paisa,South,2,1,1,1,4,13,1
591,"रु.1,55,00,000",Makalbari,800 sqft,East,1,1,1,1,1,,1.5
592,"रु.3,00,00,000",Opposite,6ana3dam,West,1,1,1,1,1,30,2
593,"रु.1,20,00,000",Dhapakhel,2 aana 3 paisa,South,1,1,1,1,3,10,1
594,"रु.3,10,00,000",Bhaisipati,5 aana,East,6,3,2,2,10,13,1
595,"रु.3,65,00,000",Imadol,3 aana 3 paisa,East,5,3,2,2,9,13,1
596,"रु.1,50,00,000",Sheetal,2 aana 3 paisa,West,6,4,2,2,10,10,1
597,"रु.2,20,00,000",Tikathali,2 anna 3 paisa,North,5,3,3,2,10,13,1
598,"रु.3,90,00,000","Budhanilkantha,",4 anna,East,6,5,2,2,1,13,2.5
599,"रु.2,75,00,000",Shital,3 anna,West,4,4,2,2,8,13,1
600,"रु.4,25,00,000",imadol,4anna 1 paisa,South,6,4,1,2,11,13,1
601,"रु.5,00,00,000",Hattigauda,1500 Sqft,North,7,6,15,,,17,3
602,"रु.1,60,00,000",Teku,3657.8,South,1,1,1,,,,1
603,"रु.4,25,00,000","Shantinagar,",3 aana,South,6,4,3,2,11,10,4
604,"रु.6,00,00,000",Bir,700 sqft,East,1,1,5,,,6,6
605,"रु.12,00,00,000",Banedwor,12anna,North,2,2,12,,,20,2
606,"रु.1,95,00,000",Sainik,3 aana 1 paisa 2 dam,North,4,3,8,2,8,20,2
607,"रु.4,20,00,000",Manohara,4aana 2 dam,East,4,7,7,,,20,4.5
608,"रु.2,75,00,000",Near,3.1.2,West,6,4,11,,,13,3
609,"रु.2,25,00,000",NEAR,3 aana,East,5,3,11,,,10,3
610,"रु.3,30,00,000",Hariyali,1280,East,3,4,6,,,20,2.5
611,"रु.2,50,00,000",Oppsite,3 anna,East,3,3,11,,,13,3
612,"रु.2,50,00,000",Simara,5 aana,West,1,3,15,,,20,3
613,"रु.5,50,00,000",Dhumbhari,5anna,South,3,3,1,,,20,3
614,"रु.2,90,00,000",Iscon,1500 Sqft,East,1,1,1,,,16,2.5
615,"रु.2,50,00,000",Bhangal,3.50anna,South,4,4,9,,,13,3.5
616,"रु.1,05,00,000",Goldhunga,3 aana,East,2,1,4,,,13,1
617,"रु.1,99,99,999","Dhumbarai-4,Near",3.5ana,North,6,2,9,,,8,2.5
618,"रु.3,00,00,000",Fulbari,1615,West,4,2,1,,,12,2
619,"रु.1,95,00,000",Gokarna,3Anna,East,4,3,7,,,13,2.5
620,"रु.6,75,00,000","Golfutar,",8 aana/3200 sq ft.,South,5,4,12,,,13,3.5
621,"रु.2,90,00,000",Kageshwori,0-10-0-1,West,5,3,10,,,20,2.5
622,"रु.1,30,00,000",Ansari,900 sqft,South,2,2,3,,,13,1.5
623,"रु.3,30,00,000",kapurdhara,4.39 ana,North,5,4,9,,,4,3
624,"रु.1,43,00,000",Lamatar,0-3-1,North,5,2,10,,,20,2.5
625,"रु.15,50,00,000",Mahalaxmithan,18 Anna,North,6,3,9,1,9,6m,1
626,"रु.8,49,99,996",Kalimati-Kalanki,Complete house,East,1,1,1,,,20,5+
627,"रु.9,00,00,000",Maharajgunj,4 aana,East,5,4,1,1,7,13,2
628,"रु.1,10,00,000",Ganesh,2.5ana,East,2,1,4,,,13,1
629,"रु.1,10,00,000",Charikot,1500 Sqft,East,1,6,10,,,20,3
630,"रु.3,00,00,000",Gothatar,4 aana,East,5,3,9,,,20,2.5
631,"रु.2,09,99,999",KamalDada,14.5 Dhur,East,6,3,10,,,20,2
632,"रु.55,00,000","Khanidada,",1kattha,North,7,3,7,,,,3
633,"रु.3,15,00,000",Near,1200 sqft,East,4,3,1,,,,3
634,"रु.2,75,00,000",Lele,"4anna,5anna",North,3,3,1,,,13,3
635,"रु.1,65,00,000",Lubu,2/2/2002,North,5,2,8,,,13,2.5
636,"रु.1,10,00,00,000",Akasay,16,East,3,3,1,,,,3
637,"रु.2,68,00,000",imadol,3.75 aana,East,4,4,2,,,16,3
638,"रु.70,00,000",Nepalgunj,2227 sq ft,West,2,1,5,,,27,1
639,"रु.1,65,00,000",Darjelling,0-2-2-0,East,3,3,5,,,13,2.5
640,"रु.1,90,00,000",Ochu,0-2-3-0,East,5,3,9,,,13,1
641,"रु.3,03,00,000",Imadol,0-3-3-0,East,6,4,11,,,16,2.5
642,"रु.1,55,00,000",Gothatar,3 aana,South,2,1,4,,,13,1
643,"रु.2,17,00,000",Kadaghari,3 aana,East,6,4,11,,,13,2.5
644,"रु.2,62,00,000",Gothatar,4 aana,East,5,4,10,,,13,2.5
645,"रु.3,05,00,000",Swayambhu,0-3-0-1,East,6,5,11,,,16,2.5
646,"रु.1,75,00,000",Gothatar,3 aana,East,2,2,4,,,13,1
647,"रु.3,50,00,000",Sundar,0-3-3-0,East,4,4,10,,,13,2.5
648,"रु.3,15,00,000",Bhangal,0-3-0-2,South,6,4,10,,,13,2.5
649,"रु.2,70,00,000",Bhangal,3 aana,East,6,4,10,,,13,2.5
650,"रु.3,95,00,000",Imadol,4 aana,North,7,6,13+,,,18,3.5
651,"रु.2,45,00,000",Imadol,3 aana,East,5,4,10,,,13,2.5
652,"रु.2,80,00,000",Imadol,0-3-0-2,East,6,4,11,,,13,2.5
653,"रु.2,20,00,000",Tikathali,3 aana,South,5,4,11,,,13,2.5
654,"रु.4,90,00,000",Pokhara,2000 Sqft,East,6,3,1,,,20,2.5
655,"रु.3,25,00,000",Kapan,6 anna,West,5,3,9,,,13,2.5
656,"रु.1,75,00,000",Tilathali,3 aana,South,2,1,1,1,4,10,1
657,"रु.7,25,00,000",150,11 aana 2 paisa,East,3,3,5,,,13,2
658,"रु.1,20,00,000",Campus,2300sqft,West,2,2,6,,,32ft,1
659,"रु.2,30,00,000",Machhegau,0-3-2-0,North,7,4,11,,,13,2
660,"रु.4,07,00,000",Nakhu,11 Aana,North,2,2,2,,,13,1
661,"रु.5,70,00,000",Gyaneshwor,6 aana,South,6,4,13+,,,14,3.5
662,"रु.1,50,00,000",Kapan,2 aana,East,1,1,9,,,8,3
663,"रु.1,60,00,000",Ghatta,3 aana,North,2,1,1,1,4,12,1
664,"रु.3,25,00,000","Imadol,",4 Aana,East,7,5,11,,,16,3.5
665,"रु.2,00,00,000",Araniko,3 Anna,South,3,3,8,,,,2.5
666,"रु.2,80,00,000",Chamati,3.2 aana,East,4,3,1,,,26,2.5
667,"रु.2,40,00,000",Sukedhara,2.50anna,East,1,1,1,,,20,1
668,"रु.25,20,00,000",Baneshwor,28 Aana,East,4,4,1,,,13,2.5
669,"रु.7,75,00,000",Rudreshwor,8 Aana,South,6,5,1,,,13,2.5
670,"रु.23,00,00,000",Dhapasi,24 aana,East,12-Aug,10-Aug,15,,,40+,4
671,"रु.3,30,00,000",bijeshwori,3,East,1,1,1,,,,1
672,"रु.5,25,00,000",muhanpokhari,11 aana 2 paisa,East,4,5,7,,,13,2.5
673,"रु.2,20,00,000",Ratnanagar,1500 Sqft,South,12-Aug,10-Aug,10,,,16,1
674,"रु.2,20,00,000",Near,1000 sqft,West,12-Aug,6,10,,,20,3
675,"रु.3,00,00,000",Near,1300sft,East,12-Aug,6,11,,,Only,3
676,"रु.2,10,00,000","Kadaghari,birendra",3.5 aana,East,6,3,11,,,6,2.5
677,"रु.2,85,00,000",Jarankhu,1100 sqft,East,6,3,11,,,,3
678,"रु.4,00,00,000",dhapasi,0-4-2-0 aana,West,7,6,12,,,13ft,2.5
679,"रु.2,80,00,000",Near,1000 sqft,East,7,4,11,,,Only,2.5
680,"रु.2,60,00,000",Near,1200 sqft,West,6,4,9,,,13,2.5
681,"रु.2,75,00,000",Naya,1000 sqft,East,7,6,10,,,20,3
682,"रु.2,85,00,000",Near,1300 sqft,East,7,6,11,,,13,3
683,"रु.10,50,00,000",hattigauda,15.2 aana,South,5,4,9,,,20,2.5
684,"रु.2,10,00,000",Thankot,3 Aana,East,4,3,7,,,300m,2.5
685,"रु.2,40,00,000",Hattiban,3,North,3,4,1,,,20,2.5
686,"रु.3,20,00,000",bhangal,4.5 aana,West,7,5,12,,,13ft,2.5
687,"रु.3,80,00,000",Mid,700 sqft,East,1,1,1,,,,3
688,"रु.6,03,00,000",Hepali,7 Ana +,East,4,4,9,,,,3.5
689,"रु.1,90,00,000",imadol,3 aana,East,4,3,1,,,6,2.5
690,"रु.2,75,00,000",Ochuheight,1100 sqft,East,5,5,1,,,"13,",3
691,"रु.2,50,00,000","Lasuntar,Kapan",3 aana,North,5,3,9,,,14ft,2.5
692,"रु.6,00,00,000",Budhanilkantha,6,North,5,5,1,,,16,2.5
693,"रु.12,00,00,000",GahanaPokhari,10,North,6,6,1,,,14,2.5
694,"रु.3,00,00,000",Chhapkaiya,10.75 dhur,South,12-Aug,7,15,,,7m,6
695,"रु.2,35,00,000",Tikathali,0-3-0-3,East,5,4,1,2,9,13,2.5
696,"रु.2,80,00,000",Puja,3.5 aana,East,12-Aug,10-Aug,15,5+,15,"6,7,12ft",9+
697,"रु.2,40,00,000",Maitidevi,1500 Sqft,South,5,3,2,2,7,13,2.5
698,"रु.2,60,00,000",Mahadevsthan,1500 Sqft,East,7,5,8,,,13,2.5
699,"रु.3,40,00,000",Grande,3.75,South,6,4,9,,,13,2.5
700,"रु.10,00,00,001",jharuwarashi,5814,South,12-Aug,10-Aug,1,,,10,3.5
701,"रु.1,80,00,000",Balaju,"2,5",South,3,2,1,,,,3
702,"रु.90,00,000",Ugranchandi,2.3,East,4,2,6,,,13,4.5
703,"रु.4,75,00,000",Rudreshwor,5.5,South,4,5,1,,,14,2.5
704,"रु.3,75,00,000",Muhan,5,South,6,5,1,,,14,2.5
705,"रु.12,00,00,000",Near,13,North,5,4,1,,,14,2.5
706,"रु.2,60,00,000",Itram,13.84 anna,West,2,2,4,,,Above,1
707,"रु.6,00,00,000",Kuleshore,6 Aana 2 Paisa 2 Daam,South,1,1,1,,,16,3
708,"रु.2,80,00,000",Bharatpur,26.5 dhur,East,3,6,8,,,20,2
709,"रु.98,00,000",GAGAN,5.5,East,4,4,1,,,,1
710,"रु.1,15,00,000",Surunga,1361,East,3,3,7,,,,2.5
711,"रु.7,75,00,000",Teku,2560,East,7,4,13+,,,10,3.5
712,"रु.6,50,00,000",Tangal,7.2,North,5,3,9,,,16,3.5
713,"रु.5,70,00,000",Kupondole,7.5. Anna,North,6,3,11,,,5.5tr,2.5
714,"रु.2,50,00,000",Changathali,4.25 Aana,South,6,3,11,3,,12-Oct,2.5
715,"रु.3,50,00,000",Sanepa,2.85 aanas,East,3,2,5,,,,3
716,"रु.7,35,00,000",Manamaiju,9.25 aanas,South,4,3,7,,,13,3
717,"रु.85,00,000","Yogikuti,",5.5 dhur,North,2,1,3,,,10,1
718,"रु.2,15,00,000",Purwanchal,12 dhur,East,12-Aug,10-Aug,15,,,20,4
719,"रु.3,00,00,000",Tallo,6 aana,East,12-Aug,7,14,,,25,3
720,"रु.10,00,00,000",Basundhara,0-10-0-0,East,5,5,14,,,22,2.5
721,"रु.2,25,00,000",400m,3 Aana,East,6,3,11,,,16,3
722,"रु.2,80,00,000",Hattiban,3 aana,North,4,4,1,1,6,,2.5
723,"रु.3,15,00,000",Beside,4.25 aana,North,6,4,10,,,13,2.5
724,"रु.3,40,00,000",1500mtr,5.5aana,South,5,3,8,1,8,13feet,3
725,"रु.4,50,00,000",Kusunti-13,1000 sqft,West,6,5,9,,,,3.5
726,"रु.3,35,00,000",Kalanki,4 anna,East,1,3,13+,,,10,3
727,"रु.2,25,00,000",Belbari,22 Dhur,East,4,3,6,,,20,1
728,"रु.3,07,50,000",Imadol,1070,South,3,4,7,,,10,2.5
729,"रु.7,70,00,000",hattigauda,0-6-2-3.066,West,4,5,1,,,30,2.5
730,"रु.18,70,00,000",Bhaisepati,22,East,1,1,1,,,13,1
731,"रु.13,50,00,000",Bhaisepati,13,South,1,1,1,,,16,1
732,"रु.3,00,00,000",Bharatpur,7 dhur,West,1,1,1,,,6,1
733,"रु.6,00,00,000",manahari,15 dhur,North,8+,8+,1,,,east,2.5
734,"रु.3,20,00,000",Dadhikot,4.75,East,7,4,13+,,,13,3.5
735,"रु.2,50,00,000",Thankot,4 anna,South,1,4,11,,,13,2.5
736,"रु.1,60,00,000",Basantapur,700 sqft,East,12-Aug,10-Aug,1,,,,7
737,"रु.6,00,00,000",Sitapaila,9 .85 aana,South,5,3,5,,,12,2.5
738,"रु.3,50,00,000",Chapagaun,5/2/2003,West,12-Aug,2,10,,,20,2.5
739,"रु.2,50,00,000","Ringroad,",0-6-2-0,South,7,6,14,,,10,3.5
740,"रु.40,00,000","26.7102432,",1800 sqft,East,3,1,1,1,6,16,1
741,"रु.2,80,00,000",Chauthe,900 sqft,South,6,6,10,,,20,2.5
742,"रु.40,00,000",Thasikhel,0-4-1-2,West,6,2,9,,,3.5,2
743,"रु.3,00,00,000",Dhapasi,126.15 sqmt,East,3,2,1,1,6,,3
744,"रु.3,90,00,000",Baluwakhani,4 aana / 2 paisa,East,6,4,12,,,12,3.5
745,"रु.1,35,00,000",Tarkari,2.5 Aana,East,4,2,1,,,16,2.5
746,"रु.3,50,00,000",Dhapakhel,5 aana 1 paisa 3daam,East,12-Aug,7,2,3,13+,13,3.5
747,"रु.1,85,00,000",Sangla,700 sqft,South,3,4,9,,,12,3
748,"रु.1,50,00,000",Swayambhu,1000 sqft,East,1,1,1,,,,1
749,"रु.3,60,00,000","Nakhkhu,",4.25 aana,South,4,5,6,,,13,2.5
750,"रु.1,00,00,000","Bansbari,",0-5-0-0,East,2,1,4,,,13,1
751,"रु.3,80,00,000",tarksewor,4 anna,North,12-Aug,5,15,,,13,4.5
752,"रु.2,00,00,000",Hattiban,3 aana,South,3,2,6,,,13,2
753,"रु.5,95,00,000",Dadhikot,10 Aana,East,5,6,11,,,14ft,2.5
754,"रु.2,70,00,000",Tarkeshwor,1711 Sqft,East,6,2,10,,,20,2
755,"रु.2,50,00,000",Near,3/1/2001,West,4,4,6,,,16,2.5
756,"रु.3,50,00,000",Rudreshor,6aana,East,5,3,15,,,13,2.5
757,"रु.57,00,000",Chitawon,1200 sqft,East,1,1,1,,,,1
758,"रु.3,90,00,000",Godawari,4.5 - 11 aana,East,5,4,5,,,20,2.5
759,"रु.4,35,00,000",kotesower,1500 Sqft,East,1,1,1,,,,3.5
760,"रु.1,36,00,000",jhaukhel,4 aana,East,1,1,1,,,,1
761,"रु.8,70,00,000",New,0-8-1-2,East,6,3,1,1,,,2
762,"रु.4,35,00,000",kotesore,4.5 anna,East,1,1,1,,,,3.5
763,"रु.3,40,00,000",khusibu,3.2,East,5,3,5,,,13,2.5
764,"रु.2,45,00,000","Narayantar,",3 Aana,East,5,3,11,,,13,2.5
765,"रु.2,50,00,000",Narayanthan,1100 sqft,East,2,1,1,1,4,13,3
766,"रु.1,60,00,000",Budibazar,4 aana,East,5,5,7,,,25,2
767,"रु.3,68,00,000",In,6.5 ana,East,12-Aug,3,15,,,13,3.5
768,"रु.4,15,00,000",Lalitpur,3800 Sq feet,West,6,6,12,3,12,16,3
769,"रु.2,70,00,000",Gatthghar,700 sqft,East,3,1,4,,,6,3
770,"रु.1,62,00,000",Sesmati,1100 sqft,North,12-Aug,6,14,,,,3.5
771,"रु.2,64,00,000",Jarankhu,5 aana,East,5,6,13+,,,20,3
772,"रु.2,45,00,000",600,3,North,4,4,9,,,15,2.5
773,"रु.32,00,000",Buddhanagar,1200 sqft,East,2,2,4,,,20,1
774,"रु.7,00,00,000",Near,7,South,5,5,1,,,,2.5
775,"रु.7,50,00,000",Inside,10,North,5,4,1,,,,2.5
776,"रु.15,95,00,000",150,29,East,5,4,1,,,13,2.5
777,"रु.3,50,00,000",Kapan,4.5,East,6,4,9,,,13,3.5
778,"रु.1,35,00,000",balaju,1100 sqft,South,4,2,6,,,16,2.5
779,"रु.3,00,00,000",Banasthali,3.8,South,3,2,2,,,10,3.5
780,"रु.3,50,00,000","Bhangal,sundar",7aana,South,1,1,1,,,10,1
781,"रु.3,00,00,000",Bhangal,3.5 aana,South,3,3,1,2,9,10,2
782,"रु.4,50,00,000","Imadol,",5,North,1,1,1,,,13,1
783,"रु.3,25,00,000",Tikathali,3.3.2,South,1,1,1,,,13,2.5
784,"रु.3,30,00,000","Imadol,",3.3,West,1,1,1,,,,2.5
785,"रु.4,20,00,000",Near,4.1,South,7,5,1,,,13,2.5
786,"रु.2,80,00,000",Guheshwori,700 sqft,North,5,4,15,,,13,3.5
787,"रु.3,20,00,000",Gairikhet,3,North,7,3,12,,,18,2.5
788,"रु.20,00,00,000",Narayangarh,3 kattha,East,1,1,1,,,20,2
789,"रु.8,99,00,000",Baneshwor,2203.22,East,8+,4,1,,,,4
790,"रु.2,75,00,000",Baluwakhani,4 aana,West,6,3,11,,,20,2.5
791,"रु.65,00,000",Tankisinwari,3 kattha 4 dhur,East,3,3,14,,,,3
792,"रु.1,15,00,000",Inedrayani,3aana,East,2,1,3,,,20,1
793,"रु.1,55,00,000",Khatris,3.5,East,2,1,1,,,14,1
794,"रु.1,70,00,000",Thankot,3.5 aana,East,6,3,10,,,,2.5
795,"रु.8,00,00,000",Ganesh,8.1,East,5,5,1,,,20,2.5
796,"रु.10,50,00,000","Maharajgunj,",11,East,4,4,1,,,10,2.5
797,"रु.13,50,00,000",Dhapasi,16,East,5,5,1,,,13,2.5
798,"रु.7,90,00,000",Deuba,8,East,5,5,1,,,20,2.5
799,"रु.8,50,00,000","Rudreshwor,",11,South,6,6,1,,,,2.5
800,"रु.7,15,00,000",Bhaisepati,6,North,4,5,1,,,16,2.5
801,"रु.6,75,00,000","Rudreshwor,",6.3,East,5,4,1,,,20,2.5
802,"रु.10,00,00,000",Pasikot,20,South,5,4,1,,,16,2.5
803,"रु.5,75,00,000",Muhan-Pokhari,11,North,5,5,1,,,16,2.5
804,"रु.4,80,00,000",Budhanilkantha,10.5,East,1,1,1,,,13,1
805,"रु.2,50,00,000","Imadol,",3,East,1,1,1,,,16,1
806,"रु.8,50,00,000","Golfutar,",9,East,1,1,1,,,20,1
807,"रु.3,45,00,000",600,4.1.2,North,1,1,1,,,,1
808,"रु.8,50,00,000",Bhaisepati,7,East,5,6,1,,,13,2.5
809,"रु.1,20,00,000","lalbandi,",1280,South,4,2,2,2,8,8,2
810,"रु.14,00,00,000",Bhaisepati,8,East,6,7,1,,,,2.5
811,"रु.7,80,00,000","Bhaisepati,",6.02,South,5,5,1,,,,2
812,"रु.8,50,00,000",Bhaisepati,7,South,5,5,1,,,,2.5
813,"रु.4,75,00,000",Mandikatar,5,South,6,6,1,,,,2.5
814,"रु.3,90,00,000",Mandikatar,4,East,1,1,1,,,,2.5
815,"रु.4,75,00,000","Rudreshwor,",4.5,East,4,4,1,,,20,2.5
816,"रु.4,20,00,000",Pasikot,5,East,1,1,1,,,,2.5
817,"रु.1,40,00,000",Basudev,1000 sqft,North,5,2,1,2,9,2m,2.5
818,"रु.4,60,00,000",laliguras,7 anna,South,12-Aug,10-Aug,10,,,12,4.5
819,"रु.1,75,00,000","Tarkeswor,",3 anna,South,12-Aug,3,11,,,13,3.5
820,"रु.2,50,00,000",Brahmakhel,0-3-2-0,North,4,2,1,,,22,2
821,"रु.1,35,00,000",Dhapasi,2.5,East,6,2,1,,,6,1.5
822,"रु.7,00,00,000",Budhanagar,1200sqft,East,7,3,10,,,16,2
823,"रु.2,10,00,000",Nepaltar,1020 sqft,East,12-Aug,4,13+,,,9,3.5
824,"रु.2,25,00,000",Sesmati,3.1 Aana,South,12-Aug,5,13+,,,13,3
825,"रु.2,85,00,000",Jaranku,5 Aaana,East,5,6,10,,,20,3.5
826,"रु.2,20,00,000",Jaranku,0-3-0-1,West,12-Aug,5,1,,,13,3
827,"रु.2,19,00,000",Jaranku,3 Aana,North,12-Aug,5,11,,,13,3
828,"रु.2,50,00,000",Airport,1500 Sqft,East,1,1,1,,,,1
829,"रु.2,90,00,000",Lolang,1205,South,7,6,13+,,,13,3.5
830,"रु.45,00,000",Imiliya-9,23.004sqt,West,3,1,1,1,5,20,1
831,"रु.1,85,00,000",Tarkeshower,1000 sqft,East,1,3,11,2,11,10,2.5
832,"रु.32,00,000",near,1275.75,East,1,1,1,,,,1
833,"रु.3,00,00,000","Banglamukhi,",732.81 sqft,East,3,2,1,1,5,,5+
834,"रु.3,20,00,000",Pepsicola,4 Ana,South,12-Aug,3,15,,,13,3
835,"रु.1,80,00,000",BIRATNAGAR,1822.5,East,6,2,7,,,20,2.5
836,"रु.3,67,00,000","Maitidevi,",3 aana,North,4,4,15,,,8,4
837,"रु.2,16,00,000",Nepaltar,3 aana 1 dam,North,12-Aug,4,14,,,11,3.5
838,"रु.1,50,00,000",Thali,4,East,2,1,1,1,4,12,1
839,"रु.6,60,00,000","Balkumari,",7 aana 1 paisa,North,3,6,13+,,,16,4.5
840,"रु.6,17,50,000",Bhaisipati,9.5 aana,East,5,2,10,,,12,3
841,"रु.2,19,00,000","Nepaltar,",3 aana,East,1,1,13+,,,11,1
842,"रु.2,95,00,000",Imadole,3.2 aana,East,5,3,6,,,28ft,2.5
843,"रु.5,00,00,000",Birendra,5 aana 2 paisa,East,12-Aug,10-Aug,15,,,16,4
844,"रु.3,80,00,000",sitapaila,6 anna,East,6,6,2,3,,13,2.5
845,"रु.3,80,00,000",Ram,6ana,North,5,5,2,1,8,13,3.5
846,"रु.2,95,00,000",Dhapakhel,0-2-2-2 Ropani,West,6,4,2,2,,13,3
847,"रु.3,00,00,000",Maitidevi,3 aana,South,5,3,9,,,8,3
848,"रु.4,60,00,000",Shantinagar,3 aana,South,12-Aug,1,11,,,10,4
849,"रु.1,90,00,000",Sanogau,4anna,East,6,4,9,1,9,16ft,1.5
850,"रु.3,00,00,000",Kumaarigal,3aana3paisa,East,5,4,15,,,8,3.5
851,"रु.2,40,00,000",Thapa,1500 Sqft,North,4,2,7,,,26,2
852,"रु.6,25,00,000",Sitapaila,0-7-2-3.14,South,4,5,1,,,20,2.5
853,"रु.1,60,00,000",Near,1000 sqft,East,4,2,8,,,10,2.5
854,"रु.1,95,00,000",Changunarayan,4 ana 2 dam,East,6,3,1,,,,3.5
855,"रु.5,00,00,000",Bhaisepati,5,East,1,1,1,,,,2.5
856,"रु.3,99,00,000","Sundarbasti,",5 aana,East,1,1,13+,,,20,2.5
857,"रु.2,75,00,000",Dhalmal,1200 sqft,South,7,3,11,,,12,2.5
858,"रु.55,00,000",Phutung,4anna,North,4,2,7,,,,2
859,"रु.2,66,00,000",tikathali,3 ana 1 paisa,South,6,3,11,,,12,2.5
860,"रु.6,15,00,000",Lamahi,2 kattha,North,12-Aug,7,1,,,20,3
861,"रु.4,15,00,000",koteshwor,4aana,South,5,5,13+,,,6,3.5
862,"रु.3,15,00,000","Shankhamul,",3 aana,South,4,3,1,,,10,3
863,"रु.6,50,00,000",Dhumbarahi,0-5-2-0,North,12-Aug,7,15,,,13,3.5
864,"रु.6,75,00,000",Dhumbhari,0-6-2-0,South,12-Aug,5,1,,,16,2.5
865,"रु.3,00,00,000","Chunikhel,",3 aana 3 paisa,South,6,5,11,,,13,3
866,"रु.1,00,00,000",Phutung,3 aana 2 dam,East,2,1,4,,,8,1
867,"रु.2,35,00,000",Pepsicola,3.5 Anna,North,6,5,10,2,10,12,3
868,"रु.5,25,00,000",Tahachal,6 ana 1 paisa chanchun,East,1,1,8,,,8,2.5
869,"रु.1,95,00,000","Chunikhel,",2 aana 2 paisa 2 dam,South,4,3,9,,,10,2.5
870,"रु.3,60,00,000",dhapasi,2053.5 aqft,West,12-Aug,5,1,,,15,4
871,"रु.1,70,00,000","Tarkeshwor-08,",3 aana,East,12-Aug,6,14,,,10,3.5
872,"रु.3,50,00,000",Jorpati,1600 Sqft,South,12-Aug,5,15,,,12,3.5
873,"रु.1,15,00,000","Chandragiri,",3 aana 5 paisa,South,3,1,4,,,22,1
874,"रु.3,50,00,000","Kalanki,",3 aana,East,12-Aug,7,15,,,14,4
875,"रु.2,80,00,000",Manamaiju,3 aana 1 paisa,East,12-Aug,6,1,,,11,3
876,"रु.2,80,00,000",Balaju,3 aana 5 paisa,West,12-Aug,10-Aug,15,,,26,3.5
877,"रु.1,65,00,000","Thankot,",3 aana 1 Paisa,West,5,1,6,,,,2
878,"रु.7,50,00,000",Swoyambhu,4.5 ana,East,12-Aug,3,12,,,12,2.5
879,"रु.4,15,00,000Starting",,,,,,,,,,
880,"रु.2,80,00,000","Ramkot,",4 aana 1 paisa 2 dam,East,1,1,1,,,16,2.5
881,"रु.2,50,00,000",Harisiddhi,700 sqft,East,6,3,1,,,16,4
882,"रु.7,00,00,000",Satdobato,0-10-00-00,East,12-Aug,6,1,,,16,2.5
883,"रु.1,35,00,000",Thankot,3 aana,West,7,2,1,,,,3
884,"रु.1,70,00,000",Thankot,0-3-1-2,North,6,3,1,,,11,3
885,"रु.1,70,00,000",Thankot,3 aana 3 paisa,North,4,4,9,,,13,3
886,"रु.2,20,00,000",Kadaghari,3 aana 3 paisa,West,4,1,1,,,30,2.5
887,"रु.95,00,000",Sindhuli,3.5,East,4,2,1,,4,,2
888,"रु.2,90,00,000",Godamchaur,12 aanaa,South,12-Aug,6,15,,,13,2.5
889,"रु.2,00,00,000Starting",,,,,,,,,,
890,"रु.3,25,00,000",Kapan,5 aana 3 paisa,South,6,3,3,3,12,13,3
891,"रु.2,80,00,000",Nayapati,3ana 4 paisa,South,12-Aug,4,1,,,,3.5
892,"रु.28,00,00,000",Thamel,5.5 aana,East,12-Aug,10-Aug,15,,,20,5+
893,"रु.3,50,00,000",Bouddh,4 Ana,East,1,1,14,,,10,3.5
894,"रु.5,15,00,000",Narayanthan,8.1 Aana,South,6,3,8,,,13,3
895,"रु.3,30,00,000",Rudranagar,4.5 aana,West,6,1,10,,,20,3.5
896,"रु.2,67,00,000","Chandragiri-06,",5 aana,West,6,1,11,,,20,2.5
897,"रु.2,85,00,000","Paiyatar,",3 aana 4 paisa 1 daam,East,7,3,11,,,,2.5
898,"रु.1,80,00,000",Gurung,4 aana 5 paisa,North,2,4,1,,,16,1
899,"रु.1,20,00,000","Tarkeshwor-04,",0-4-1-3,West,1,1,1,,,3,1
900,"रु.3,50,00,000",Chappal,0-3-0-0,South,4,4,5,,,16,3.5
901,"रु.8,50,00,000",Sanobharyang,0-8-2-0,West,7,5,1,,,16,4.5
902,"रु.1,70,00,000",Kathmandu,0-2-2-0,West,4,2,1,,,16,2.5
903,"रु.2,95,00,000",Dhapasi,3 Aana,West,5,3,9,,,13,2.5
904,"रु.2,90,00,000",Jalpa,4 aana,South,1,1,11,,,13,1
905,"रु.5,75,00,000",Nakhipot,1500 Sqft,East,5,6,15,,,20,3.5
906,"रु.1,55,00,000",Tahachal,3.3.1 Aana,East,1,1,1,,,8,2
907,"रु.1,72,00,000","Khahare,",3 aana,South,5,1,9,,,10,1
908,"रु.3,25,00,000","Kadaghari,",3.5 aana,East,6,1,12,,,13,1
909,"रु.2,70,00,000","Narephat,",2.5 aana,East,1,1,9,,,28,1
910,"रु.2,55,00,000","BUDHANILKANTHA,",5.1 aana,East,5,3,9,,,14,1
911,"रु.2,90,00,000",Kapan,4 Aana,South,1,1,1,,,10,3
912,"रु.2,75,00,000",Paradise,3 aana 2 paisa,South,3,3,7,,,13,1
913,"रु.4,10,00,000","Sanep,",3 aana,South,6,5,7,,,10,2.5
914,"रु.3,85,00,000",Nayabasti,0-4-3 -0,East,6,5,10,,,20,2.5
915,"रु.2,30,00,000",Siddhikali,4 aana,North,5,3,9,2,9,20,3
