,price,location,area,facing,no_of_bedroom,no_of_bathroom,no_of_livingroom,no_of_kitchen,parking,road_size,floors
288,"रु.4,00,00,000",Payutar,4 aana,North,6,5,2,1,undefined,10,3.5
289,"रु.2,69,00,000",Balkot,3.5 aana,North,7,3,3,2,18,13,3
290,"रु.2,95,00,000",Imadol,3aana 2paisa,South,6,5,2,2,11,13,3
291,"रु.1,85,00,000",Karki,3 aana,West,3,3,2,3,11,26,2.5
292,"रु.5,70,00,000",Imadol,5 aana,South,7,5,2,2,10,13,3
293,"रु.3,25,00,000",Imadol,3aana 2daam,North,5,4,3,3,19,13,4
294,"रु.2,15,00,000",Kalanki,3 Aana 2 Daam,East,5,3,2,2,undefined,13,2.5
295,"रु.2,35,00,000",Kalanki,3 Aana 2 Daam,East,6,3,1,2,undefined,10,2.5
296,"रु.4,50,00,000",Kalanki,4 Aana 2 Paisa,South,8,7,3,2,undefined,13,3
297,"रु.3,20,00,000",Kapan,3aana 2daam,West,5,4,2,3,10,13,3.5
298,"रु.9,50,00,000",Dadhikot,13,North,5,5,3,1,undefined,26,2.5
299,"रु.3,15,00,000",Imadol,3 Aana 1 Paisa 1 Daam,South,6,4,1,2,undefined,13,3.5
300,"रु.3,75,00,000",Imadol,4 Aana 2 Daam,South,6,7,1,2,undefined,13,3.5
301,"रु.3,50,00,000",Thulobharyang,5 Aana,East,5,3,1,1,undefined,13,3
302,"रु.4,25,00,000",Lubhu,5.2 Anna,North,5,4,2,2,7,16,3
303,"रु.10,20,00,000",Nayabazar,12 anna,South,3,3,2,1,undefined,20,2
304,"रु.4,75,00,000",Imadol,6 anna 2 paisa,West,5,3,1,2,6,13,3
305,"रु.2,30,00,000",Syuchatar,4.2 aana,North,8,5,3,2,undefined,12,3
306,"रु.2,40,00,000",Manmaiju,5 aana,South,9,6,3,3,undefined,13,3
307,"रु.4,35,00,000",Deuba,4 Aana 2 Paisa 1 Daam,North,5,5,2,1,undefined,20,2.5
308,"रु.4,15,00,000",Imadol,4 Aana 1.5 Daam,South,7,5,1,2,undefined,13,2.5
309,"रु.3,20,00,000",Imadol,3 aana 2paisa,East,4,3,1,1,7,13,2.5
310,"रु.2,90,00,000",Imadol,3 aana,South,6,4,2,2,11,11,3.5
311,"रु.2,80,00,000",Imadol,3 aana,South,5,4,2,2,11,13,3.5
312,"रु.4,00,00,000",Chapali,4.5 aana,South,5,4,1,1,7,13,2.5
313,"रु.4,10,00,000",Chapali,4 aana 1paisa,East,6,4,1,undefined,11,20,2.5
314,"रु.1,40,00,000",Bishnupaduka,9 dhur,South,4,2,1,1,4,13,1.5
315,"रु.2,90,00,000",Lamatar,0-4-3-0,East,5,4,1,1,7,13,2.5
316,"रु.2,25,00,000",Imadol,2aana 3paisa,West,6,4,1,2,9,13,2.5
317,"रु.3,90,00,000",ekantakuna,6 aana,West,6,3,3,3,7,20,3.5
318,"रु.3,45,00,000",Hattiban,4 aana,Select,5,4,2,1,8,12,3
319,"रु.8,50,00,000",Rudreshwor,9 Aana,East,6,5,2,1,undefined,18,2.5
320,"रु.3,80,00,000",Kapan,4 Aana 1 Paisa,East,6,6,2,2,undefined,14,2.5
321,"रु.3,20,00,000",Sital,3 ana 3 dam,South,8,5,2,2,8,13,3
322,"रु.4,00,00,000",Raniban,5 aana,South,7,4,2,2,undefined,20,2.5
323,"रु.2,70,00,000",Imadol,3aana 2daam,North,6,5,2,2,10,20,3.5
324,"रु.3,60,00,000",Bhangal,6 Aana,East,5,4,2,2,undefined,15,2.5
325,"रु.2,75,00,000",Sital,3 aana,Select,7,4,2,2,7,16,3
326,"रु.5,00,00,000",Bhangal,6 Aana,North,7,6,3,2,undefined,13,2.5
327,"रु.4,50,00,000",Sanepa,2 aana 2 paisa,Select,undefined,5,undefined,undefined,5,20,5
328,"रु.3,75,00,000",Sanagaun,4.75 aana,South,3,5,3,1,7,13,3.5
329,"रु.3,60,00,000",Nakhipot,3 Aana 3 Paisa,North,5,5,2,2,undefined,26,2.5
330,"रु.4,25,00,000",Bhangal,4 Aana 2 Paisa,South,6,5,2,2,undefined,16,2.5
331,"रु.2,90,00,000",Kapan,4 Aana 3 Daam,South,6,5,2,2,undefined,13,2.5
332,"रु.2,80,00,000",Balambu,4.5 aana,West,4,4,2,2,3,13,2.5
333,"रु.3,15,00,000",Mahalaxmi,3ana 1 paisa,North,7,6,2,2,8,20,3
334,"रु.2,15,00,000",Kalanki,1069.726,East,5,3,2,2,undefined,13,2.5
335,"रु.4,15,00,000",Imadol,4aana 2daam,South,5,5,2,2,7,13,2.5
336,"रु.3,10,00,000",Imadol,3 aana,North,5,5,2,2,7,13,3
337,"रु.2,65,00,000",Imadol,3 aana 2p2d,South,5,5,2,2,7,13,2.5
338,"रु.2,30,00,000",Tikathali,3 aana,North,5,4,2,2,10,13,2.5
339,"रु.2,60,00,000",Dadhikot,6 aana,North,5,3,2,2,undefined,13,2
340,"रु.1,85,00,000",Sukedhara,4 anna,East,4,4,4,4,7,4ft,3
341,"रु.1,60,00,000",Nayapati,6 Aana 2 Paisa,North,1,1,1,1,4,16,undefined
342,"रु.7,50,00,000",kadaghari,4 aana,South,10,6,1,2,16,20,4.5
343,"रु.2,15,00,000",Balkot,4 aana,East,4,3,2,2,8,12,2.5
344,"रु.1,85,00,000",go,3,Select,7,6,3,3,19,9,3.5
345,"रु.3,15,00,000",Guwarko,3ana 1 paisa,North,7,4,2,2,8,13,3
346,"रु.4,75,00,000",Bhangal,5 aana,East,5,4,2,2,undefined,16,2.5
347,"रु.3,55,00,000",Imadol,3 aana 1paisa 2daam,East,5,5,2,2,9,13,3.5
348,"रु.2,20,00,000",Imadol,2aana3paisa,East,4,4,1,1,8,13,2.5
349,"रु.3,80,00,000",budhanikantha,4 aana2paisa,East,4,4,1,1,9,16,2.5
350,"रु.2,80,00,000",grandi,2.5aana,East,3,2,1,1,5,15,2.5
351,"रु.3,35,00,000",Bhangal,4aana2daam,West,6,4,1,1,9,13,2
352,"रु.3,10,00,000",Bhangal,3.5 aana,South,6,5,2,1,10,13,2.5
353,"रु.5,75,00,000",imadol,5 aana,South,5,4,2,2,10,,3
354,"रु.3,80,00,000",kapan,4 aana1paisa,South,7,5,2,3,10,13,2.5
355,"रु.4,00,00,000",lubhu,12aana 2daam,South,5,5,2,2,10,13,3
356,"रु.2,50,00,000",imadol,3 aana,East,5,4,2,2,10,13,3.5
357,"रु.2,55,00,000",tikathali,3 aana1paisa,East,4,3,2,2,7,13,2.5
358,"रु.2,65,00,000",jorpati,3 aana,North,7,4,2,2,10,13,3.5
359,"रु.3,75,00,000",imadol,4aana1paisa,South,6,5,2,2,10,16,3.5
360,"रु.4,15,00,000",imadol,4aana 2 daam,South,4,3,1,2,10,13,3
361,"रु.4,65,00,000",imadol,4aana1paisa,South,7,3,1,1,7,13,3
362,"रु.3,15,00,000",imadol,0-3-1-1,North,10,6,1,2,10,13,3.5
363,"रु.2,75,00,000",Harisiddhi,3 aana,North,5,4,3,undefined,undefined,20,2.5
364,"रु.2,00,00,000",TAUKHEL,5ANA 1 PAISA,East,1,1,1,1,1,16,1
365,"रु.2,70,00,000",Imadol,3 aana 3 daam,North,4,4,2,4,1,13,3
366,"रु.4,00,00,000",Balkot,4 aana,East,4,4,2,1,1,20,2
367,"रु.2,90,00,000",Imadol,4 aana,South,5,4,2,2,1,13,3
368,"रु.3,50,00,000",Syuchatar,4 aana 2 daam,South,6,6,2,2,1,20,2
369,"रु.2,30,00,000",Mahalaxmi,3 ana,West,7,6,2,2,7,20,2.5
370,"रु.1,25,00,000",Kmc,3 aana 2 paisa,North,1,1,1,1,4,12,1
371,"रु.2,50,00,000",Sitapaila,4anna,North,5,4,2,3,7,26,3.5
372,"रु.1,85,00,000",Imadol,0-2-2-1,North,4,3,2,2,8,15,3.5
373,"रु.4,00,00,000",Siddhipur,5 aana,South,12-Aug,4,3,2,15,16,3
374,"रु.6,00,00,000",sukedhara,7aana,East,5,4,1,1,7,14,2.5
375,"रु.2,75,00,000",Ghataghar,3 Anaa,East,4,3,1,1,4,13,1
376,"रु.3,95,00,000",Kapan,4.5 ana,South,5,5,2,1,8,11,2.5
377,"रु.3,25,00,000",Gothatar,3 aana 2 paisa,West,6,4,2,2,1,13,1
378,"रु.3,15,00,000",Gothatar,3 aana 3 paisa,South,12-Aug,4,3,3,1,13,1
379,"रु.2,10,00,000",Srijana,2 aana 2 paisa,East,4,4,1,1,1,13,1
380,"रु.6,00,00,000",Near,7 aana3paisa,North,12-Aug,3,1,1,10,12,3
381,"रु.2,00,00,000",Dharma,3ana3pais,South,12-Aug,2,5+,2,11,4,2
382,"रु.5,80,00,000",Maharajgunj,7 aana 2 paisa,West,6,4,2,2,1,20,1
383,"रु.3,80,00,000",Golfutar,4 aana 3 paisa 3 daam,North,3,3,1,1,1,14,1
384,"रु.8,50,00,000",Maharajgunj,1 ropani 4 aana,South,3,3,1,1,1,13,1
385,"रु.19,00,00,000",Rudreshwor,2 ropani 2 aana,South,5,5,2,1,1,13,1
386,"रु.10,40,00,000",Bansbari,1 ropani,West,5,4,1,1,1,13,1
387,"रु.6,50,00,000",Bansbari,9 aana,South,5,5,1,1,1,13,1
388,"रु.12,50,00,000",Narayanthan,13 aana,North,5,5,2,1,1,14,1
389,"रु.9,60,00,000",Maitidevi,13 aana 3 paisa,South,5,4,1,1,1,14,1
390,"रु.3,10,00,000",Katunje,4 aana 1 paisa 1 daam,South,5,4,3,2,1,13,1
391,"रु.11,20,00,000",Rudreshwor,17 Ropani,East,5,6,2,2,1,13,1
392,"रु.12,00,00,000",Hattigauda,14 aana 1 daam,East,7,7,2,1,1,16,1
393,"रु.13,50,00,000",Chappal,15 Aana,East,5,5,1,1,1,20,1
394,"रु.2,75,00,000",specail,3.5aana,South,4,2,2,2,6,12,2.5
395,"रु.6,80,00,000","Pasikot,",8.5,West,6,5,1,1,1,13,1
396,"रु.3,95,00,000",Bhangal,5 aana,East,6,4,1,1,8,20,2.5
397,"रु.11,50,00,000","Rudreshwor,",17 Aana,East,5,5,2,2,1,13,2.5
398,"रु.3,80,00,000",Deuba,4.1 Aana,South,5,6,2,2,1,14,2.5
399,"रु.5,00,00,000","Rudreshwor,",7 Aana,North,4,5,1,1,1,13,2.5
400,"रु.4,80,00,000","Golfutar,",7,East,4,4,1,1,1,13,2.5
401,"रु.2,60,00,000",Kantipur,3 aana 3 paisa 3 daam,West,4,4,1,1,1,16,1
402,"रु.14,40,00,000","Manbhaban,",1 Ropani,South,5,4,2,1,1,13,2.5
403,"रु.3,50,00,000",Harharmahadev,4 aana 1 paisa 2 daam,South,6,5,3,2,1,13,1
404,"रु.3,25,00,000",Ganesh,3.1,West,6,6,1,2,1,16,2.5
405,"रु.1,75,00,000",Tej,3 aana 1 daam,North,2,1,1,1,1,13,1
406,"रु.4,35,00,000",Ganesh,4.3,West,6,6,2,2,1,13,1
407,"रु.15,00,00,000","Chappalkarkhana,",19 Aana,South,1,1,1,1,1,20,1
408,"रु.7,00,00,000","Golfutar,",10 Aana,South,1,1,1,1,1,13,1
409,"रु.2,80,00,000",Tej,3 aana 1 paisa,East,6,3,2,2,1,20,1
410,"रु.2,30,00,000",Jorpati,3 aana,East,2,2,1,1,1,13,1
411,"रु.5,00,00,000",Deuwa,6 aana,West,4,2,1,1,1,20,1
412,"रु.7,70,00,000",Golfutar,6 aana 1 paisa,North,5,4,2,2,1,13,1
413,"रु.3,60,00,000",Kadaghari,4 aana,West,5,5,2,2,1,13,1
414,"रु.8,00,00,000",Bishalnagar,8 aana 3 paisa,South,5,4,2,1,1,20,1
415,"रु.1,20,00,000",kupondole,30.5 anna,East,5,4,1,1,7,20,1
416,"रु.4,20,00,000",dhilahiti,4 aana 1 Paisa 2 Daam,South,5,5,2,2,1,16,1
417,"रु.11,00,00,000",Maharajgunj,7 aana,South,4,4,2,1,1,18,1
418,"रु.2,85,00,000",Kadaghari,3 aana,South,6,6,3,3,1,13,1
419,"रु.8,50,00,000",Bhaisepati,5 aana,East,7,7,2,1,1,14,1
420,"रु.2,90,00,000",harisiddhi,3 anna,North,5,3,2,2,9,13,1
421,"रु.2,75,00,000",Imadol,3 aana 2 daam,North,6,4,2,3,1,20,1
422,"रु.15,25,00,000",Manbhawan,1 ropani,South,5,4,2,1,1,16,1
423,"रु.13,00,00,000",Baluwatar,10 aana,North,5,5,2,1,1,15,1
424,"रु.5,00,00,000",Baneshwor,4 Aana 3 Daam,West,6,3,2,2,1,16,1
425,"रु.2,35,00,000",sanagaun,3 anna,West,7,5,2,2,11,20,1
426,"रु.3,25,00,000",Mandikatar,3 aana 1 paisa 2 daam,South,6,4,2,2,1,13,1
427,"रु.3,00,00,000",Lasuntar,3 aana 5 paisa,South,6,4,2,2,1,13,1
428,"रु.4,70,00,000",Ganesh,5 aana,East,6,6,2,2,1,13,1
429,"रु.3,40,00,000",Lasuntar,4 aana 2 daam,South,5,5,2,2,1,13,1
430,"रु.4,45,00,000",Sukedhara,6 aana,East,6,4,2,2,1,16,1
431,"रु.2,90,00,000",Bhangal,4 aana,East,6,5,2,2,1,12,1
432,"रु.5,00,00,000",Rudreshwor,8 aana,East,5,4,1,1,1,13,1
433,"रु.3,30,00,000",Bhangal,3 aana 3 paisa,East,5,4,2,2,1,13,1
434,"रु.14,00,00,000",Bansbari,1 ropani 2 aana,East,5,4,2,1,1,13,1
435,"रु.7,00,00,000",Golfutar,10 Aana,South,4,4,2,1,1,20,1
436,"रु.5,00,00,000",Rudreshwor,7 aana,East,4,5,1,1,1,13,1
437,"रु.11,50,00,000",Sukedhara,12 aana,East,5,4,2,1,1,14,1
438,"रु.3,00,00,000",Nepal,4 anna,East,12-Aug,4,2,2,4,10,3
439,"रु.3,75,00,000",Rudreshwor,5 aana 2 paisa,South,4,4,2,1,1,13,1
440,"रु.12,00,00,000",Ganesh,15 aana 1 paisa,East,6,6,1,1,1,,1
441,"रु.7,20,00,000",Hepali,8 aana,South,5,5,2,1,1,20,1
442,"रु.2,40,00,000",Tikathali,3 Ana 2 Dam,West,6,5,3,2,1,13,3
443,"रु.8,00,00,000",Naxal,10 aana,East,5,4,1,1,1,14,1
444,"रु.10,00,00,000",Pasikot,15 Aana,North,5,5,1,1,1,15,1
445,"रु.1,90,00,000",Pabitra,2.5,East,5,2,2,2,9,10,2.5
446,"रु.1,90,00,000",Pabitra,2.5,East,5,2,2,2,9,10,2.5
447,"रु.7,85,00,000",Pasikot,8 aana 2 paisa,West,6,5,2,1,1,,1
448,"रु.2,70,00,000",Rudeshwor,4 Aana,East,5,3,2,2,1,8,1
449,"रु.15,25,00,000",tangal,1 ropani 3 aana 2 paisa,South,5,5,2,1,1,18,1
450,"रु.4,80,00,000",Maharajgunj,7 aana,South,5,4,2,1,1,13,1
451,"रु.3,65,00,000",Bhangal,4 aana 2 daam,East,6,5,2,2,1,15,1
452,"रु.3,85,00,000",Narayanthan,4 Aana 1 Paisa,South,6,5,2,2,1,,1
453,"रु.2,60,00,000",Gharipatan,115 sq m,North,3,3,1,1,7,20/14,1
454,"रु.2,45,00,000",Dhungedhara,6anna2paisa,East,7,7,3,1,1,,3.5
455,"रु.4,10,00,000",Imadol,4 aana 2 daam,South,6,6,2,2,1,13,1
456,"रु.4,45,00,000",Tikathali,4 aana,East,7,6,2,2,1,23,1
457,"रु.4,00,00,000",Bhangal,5 Aana,West,4,4,1,1,6,30,2.5
458,"रु.1,95,00,000",Chunnikhel,3 aana 2 paisa,North,2,1,1,1,1,14,1
459,"रु.3,15,00,000",Imadol,3 aana 3 dam,South,5,5,2,2,1,13,1
460,"रु.2,55,00,000",Imadol,3 Aana,East,5,4,2,2,1,13,1
461,"रु.2,65,00,000",Imadol,3Aana,South,5,4,2,2,9,13,3
462,"रु.1,70,00,000",Tikathali,3 Aana 2 Paisa,East,2,1,1,1,1,13,1
463,"रु.2,95,00,000",Harisiddhi,4 aana,East,7,3,2,2,1,13,1
464,"रु.2,35,00,000",Imadol,2 Aana 3 Paisa,South,4,4,2,2,1,13,1
465,"रु.2,20,00,000",Imadol,2 Aana 2 paisa,North,4,4,2,2,1,13,1
466,"रु.5,00,00,000",near,4anna,East,12-Aug,4,1,2,1,,3.5
467,"रु.7,00,00,000",Indrapuri,11 Ana,West,5,2,1,1,7,,2.5
468,"रु.2,65,00,000",Imadol,3 Aana 2 Poisa 2 Daam,South,5,5,2,2,9,20,3
469,"रु.2,90,00,000",Imadol,3 Aana 2 Daam,North,7,3,3,3,13+,20,2.5
470,"रु.10,00,00,000",Dadhikot,approx. 14 aana,North,5,6,2,1,7,26,2.5
471,"रु.15,50,00,000",Chyasundol,17 Aana,East,6,6,2,1,1,20,2.5
472,"रु.1,60,00,000",Tikathali,2Aana 3poisa 2daam,West,2,1,1,1,4,13,1
473,"रु.2,60,00,000",Tikathjali,3 Aana,East,6,3,2,2,10,13,3
474,"रु.1,65,00,000",tikathali,3 Aana 1 Poisa 2 Daam,East,2,1,1,1,4,13,1
475,"रु.3,30,00,000",Imadol,4Aana 1 Poisa,South,7,5,3,3,13+,10,3
476,"रु.2,90,00,000",Imadol,4 Aana 2 Daam,North,4,4,2,2,8,13,3
477,"रु.2,50,00,000",Tikathali,2 Aana 3 Poisa,South,3,4,2,2,7,14,2.5
478,"रु.5,50,00,000",Imadol,5 Aana 1 Poisa,South,5,6,2,2,9,13,3
479,"रु.3,55,00,000",Imadol,3 Aana 2Poisa,South,6,5,2,2,10,13,3
480,"रु.2,95,00,000",Imadol,3 Aana 1 Poisa,South,5,4,2,2,9,13,2.5
481,"रु.2,90,00,000",Imadol,4 Aana 2 poisa,South,6,4,2,2,10,16,3
482,"रु.2,65,00,000",Imadol,3 Aana,South,4,4,2,2,8,13,2.5
483,"रु.2,75,00,000",Imadol,3 Aana,East,5,4,2,2,9,13,3
484,"रु.2,30,00,000",Imadol,2 Aana 3 Poisa,West,6,4,2,2,10,13,2.5
485,"रु.3,20,00,000","Imadol,shital",3Aana 1Poisa,East,5,4,2,2,9,13,3
486,"रु.3,95,00,000",Harisiddhi,0-3-1-0,West,5,5,2,2,9,20,3
487,"रु.1,75,00,000",Dhunge,2 Aana 3 Paisa 2 Daam,North,2,1,1,1,4,13,1
488,"रु.3,80,00,000",Harhar,4 aana,West,7,10-Aug,2,2,14,13,3.5
489,"रु.3,95,00,000",Imadol,4 Aana,South,5,6,1,1,1,13,1
490,"रु.2,65,00,000",Imadol,3 Aana 1 Paisa,South,4,3,2,2,1,12,1
491,"रु.2,65,00,000",Imadol,3 Aana 2 Daam,South,5,4,2,2,1,16,1
492,"रु.1,45,00,000",Imadol,2 Aana 2 Paisa 2 Daam,West,2,1,1,1,1,13,1
493,"रु.3,50,00,000",Tikathali,4 Aana,North,5,4,2,2,1,13,1
494,"रु.3,55,00,000",Imadol,3 Aana 3 Paisa,South,5,6,2,2,1,13,1
495,"रु.2,99,00,000",Imadole,3 Aana 1 Paisa,South,5,5,2,2,1,13,2.5
496,"रु.2,15,00,000",Tikathali,3 Aana,South,4,4,2,2,1,13,1
497,"रु.5,30,00,000",Balkot,5 Aana 2 Paisa 2 Daam,North,3,4,2,2,1,24,1
498,"रु.3,95,00,000",Kupondole,3 Aana,East,3,3,1,1,1,18,1
499,"रु.2,65,00,000",IMADOLE,3 Aana 1 Pais,South,4,3,2,2,1,13,2.5
500,"रु.4,60,00,000",Ganesh,4 Aana 3 Paisa,East,7,5,2,2,1,14,1
501,"रु.3,35,00,000",Imadol,4 Aana 1 Daam,South,5,4,2,2,1,13,2.5
502,"रु.2,25,00,000",Tikathali,3 Aana 2 Paisa 1 Daam,East,6,3,3,3,1,13,3
503,"रु.3,50,00,000",Tikathali,4 Aana,North,5,4,2,2,1,13,3
504,"रु.4,30,00,000",Ganesh,5 Aana,West,5,1,1,1,1,13,1
505,"रु.3,80,00,000",Binayak,4 Aana 2 Daam,West,6,5,2,2,1,13,1
506,"रु.4,50,00,000",Bhaisepati,5 Aana,North,4,5,1,1,1,14,1
507,"रु.3,35,00,000",imadol,4 Aana 2 Daam,South,6,5,2,2,1,13,3
508,"रु.2,25,00,000",Bashundhara,3.5,North,12-Aug,4,1,4,11,20,3.5
509,"रु.11,99,00,000",Dholahiti,20 Aanna,West,5,4,1,1,10,20,2.5
510,"रु.3,55,00,000",Imadol,1155.3,East,5,4,2,2,1,13,1
511,"रु.3,35,00,000",Imadol,8 aana 1 daam,North,5,5,2,2,1,13,1
512,"रु.3,15,00,000",Imadol,3 Aana 1 Paisa,South,5,4,2,2,1,13,2.5
513,"रु.4,15,00,000",khumaltar,4 aana 2 paisa,West,6,5,2,2,1,13,1
514,"रु.14,00,00,000",bhaisepati,17 Aana,North,5,3,1,1,1,20,1
515,"रु.26,00,00,000",Mudkhu,13 Ropani,North,5,3,2,1,1,20,1
516,"रु.2,90,00,000",Imadol,3 Aana ! Daam,West,5,4,2,2,1,13,1
517,"रु.6,50,00,000",Bhaisepati,5.5 Aana,North,4,5,2,1,1,13,2.5
518,"रु.4,00,00,000",Godawari,0-5-1-1,South,5,4,1,1,6,30,2.5
519,"रु.7,25,00,000",Khumaltar,10 aana,North,5,5,1,1,7,20ft,2.5
520,"रु.4,90,00,000",Dholahiti,6-3-1-0 2023 sq ft,East,12-Aug,5,4,3,15,13,3.5
521,"रु.4,40,00,000",Rajmargha,9.3188 aana / 3189.375 sq.ft.,South,12-Aug,5,2,2,8,20,2.5
522,"रु.2,70,00,000","Lolang,",0-4-2-0,North,12-Aug,6,1,1,14,12,3.5
523,"रु.1,45,00,000",Tejvinayak,3 Aana,East,4,2,1,1,6,13feet,1.5
524,"रु.7,00,00,000",pokhara,11 aana,North,12-Aug,5,2,2,12,26,3
525,"रु.1,35,00,000","Thali,",3 Ana 1 paisa,East,4,2,2,2,8,10,2.5
526,"रु.3,50,00,000",Kapan,4anna2dam,West,5,4,2,2,9,13,1
527,"रु.10,50,00,000",New,10anna,North,4,4,1,1,1,13,1
528,"रु.4,75,00,000",Buddhanilkantha,5 Ana,East,6,4,2,2,10,20,1
529,"रु.3,50,00,000","Budhanilkantha,Mahankal",4 aana 2 daam,East,4,4,1,1,6,13,2
530,"रु.4,75,00,000","Budhanilkantha,Mahankal",5 aana,North,5,4,1,1,7,16,2.5
531,"रु.4,25,00,000","Budhanilkantha,Mahakal",4.1 aana,East,7,3,2,2,11,20,2.5
532,"रु.2,70,00,000","Thulobharwang,swyambhu",3.75 anna,East,7,5,3,3,15,12,3.5
533,"रु.4,75,00,000",Budhanilkantha,5 aana,East,6,3,2,2,10,13,2
534,"रु.3,15,00,000",Satdobato,4 aana,South,5,4,1,1,7,13,2.5
535,"रु.3,20,00,000",Lampati,2.5,South,3,3,1,1,10,13,3.5
536,"रु.2,85,00,000","Chardobato,",4 aana,South,5,3,2,2,9,,2.5
537,"रु.3,05,00,000","Imadol,Lalitpur",3 aana 1 paisa,South,5,4,2,2,9,13,3.5
538,"रु.5,50,00,000",Imadol,5 aana 1 paisa,South,6,7,2,2,10,13,3.5
539,"रु.5,60,00,000",Chandol,5 aana 2 paisa 2 daam,East,3,3,2,1,5,12,2.5
540,"रु.5,50,00,000",Imadol,5 aana 1 paisa,South,6,5,4,2,12,16,3.5
541,"रु.3,10,00,000",Imadol,3 aana 1 paisa,West,5,4,2,2,9,13,3
542,"रु.4,75,00,000",yagyapuri,4 Kattha,East,5,1,1,1,1,,3
543,"रु.1,75,00,000",Lamatar,3 aana 3 dam,South,3,3,1,1,5,13,2
544,"रु.7,00,00,000",Baneshwor,8 aana 1 paisa,East,5,4,1,1,7,13,2
545,"रु.3,00,00,000",Imadol,3aana,North,6,4,2,3,11,20,3.5
546,"रु.4,25,00,000",Gharipatan,4.5 aana,East,7,7,1,1,9,20,2.5
547,"रु.2,40,00,000","Setipakha,Imadol",3 aana,West,4,4,2,2,8,13,3
548,"रु.2,85,00,000",Harisiddhi,3 aana 3 paisa,North,5,4,2,1,8,13,3.5
549,"रु.3,35,00,000","Sitapakha,Imadol",4aana,South,5,4,3,2,10,13,3
550,"रु.2,85,00,000",Harisiddhi,3 aana 2 paisa 2 dam,North,4,4,2,2,8,20,3
551,"रु.6,50,00,000","Gharipatan,Pokhara",4 aana 1 paisa,South,5,4,1,1,7,22,3.5
552,"रु.2,20,00,000","Imadol,",4 aana,South,6,3,1,1,8,13,3
553,"रु.3,55,00,000",Ochu,3 aana 1 paisa 2 dam,South,5,5,2,2,9,20,3
554,"रु.2,35,00,000",imadol,3 anna,South,5,3,1,2,8,13,1
555,"रु.85,00,000",Jharuwarasi,2.5 aana,East,1,1,1,1,4,10,1
556,"रु.5,56,00,000",Deuba,8 aana,East,12-Aug,4,1,2,11,13,2.5
557,"रु.1,40,00,000",Jhaukhel,0-4-0-0,North,2,1,1,1,1,12,1
558,"रु.3,20,00,000",Dhapakhel,6.5 anna,East,4,2,1,2,7,16,2
559,"रु.2,30,00,000",Tikathali,2 aana 3 paisa 1 dam,East,4,3,1,2,7,13,2.5
560,"रु.6,50,00,000",Baluwakhani,9 aana,West,7,4,3,3,13+,13,3.5
561,"रु.3,80,00,000",Bouddha,4.1 aana,South,7,4,2,2,11,13,3.5
562,"रु.4,70,00,000",Ochu,5 aana,West,5,6,1,2,8,14,3.5
563,"रु.2,30,00,000",Shital,2aana 3 paisa 2dam,East,4,4,2,2,8,13,2.5
564,"रु.2,99,00,000","Imadol,Mahalaxmi",3 aana 1 paisa 2 dam,North,6,5,1,2,9,13,2.5
565,"रु.2,80,00,000","Imadol,Mahalaxmi",3 aana,South,6,4,1,2,9,13,3
566,"रु.2,75,00,000",Imadol,3 aana,East,4,4,2,2,8,13,3
567,"रु.7,50,00,000",Budhanilkantha,7 aana,East,4,5,1,1,6,20,2
568,"रु.3,25,00,000",LMC,4.2 aana,North,5,5,3,3,1,26,3
569,"रु.2,00,00,000",Lubhu,3 aana 1 paisa,West,7,3,2,3,12,13,2.5
570,"रु.3,50,00,000",Bhaisipati,4aana,North,4,5,1,1,6,15,3
571,"रु.1,65,00,000",Lubhu,3 aana,East,5,4,1,1,7,18,2.5
572,"रु.2,75,00,000",Nakhipot,3 anna 2 paisa,North,5,4,1,2,8,16,1
573,"रु.4,95,00,000",Infront,15 dhur,East,6,4,1,2,6,30,2.5
574,"रु.1,80,00,000",Tikathali,3 aana 2paisa,North,2,1,1,1,4,13,1
575,"रु.2,60,00,000",Tikathali,3 aana 3 dam,East,5,3,2,2,9,11ft,2.5
576,"रु.4,25,00,000",Dholahiti,4 aana 1 paisa 1 dam,South,12-Aug,5,1,2,11,16,2.5
577,"रु.3,95,00,000",Sital,4 aana 1.5 dam,South,6,5,2,2,10,13,3.5
578,"रु.2,35,00,000",Shital,2 aana 3 paisa,South,4,3,2,2,8,13,2.5
579,"रु.4,80,00,000",Imadol,5 aana 2 paisa,South,5,5,1,1,7,20,2.5
580,"रु.3,10,00,000",Dhapakhel,4 aana,North,7,5,1,2,10,20,3.5
581,"रु.2,75,00,000",Dhapakhel,0-3-1-1,North,6,3,3,3,12,13,3.5
582,"रु.2,10,00,000",imadol,2 anna 3 paisa,South,4,4,1,2,7,13,1
583,"रु.3,10,00,000","Bojhepokhari,",3 aana 2 paisa 2 dam,South,5,5,1,2,8,13,3
584,"रु.3,99,99,999","Hattiban,",4 aana,South,6,4,1,1,8,13,2.5
585,"रु.1,70,00,000","Lubhu,Mahalaxmi",3 aana 2 paisa,North,2,1,1,1,4,20,1
586,"रु.1,95,00,000","JitpurRoad,Tarakeshwor",4 aana 2 paisa,West,2,1,1,1,4,26,1
587,"रु.4,50,00,000",Lalitpur,6 aana 2 paisa,West,5,5,1,1,7,13,2.5
588,"रु.3,30,00,000",Tikathali,4 aana 2 paisa,North,6,5,3,3,12,10,3
