,price,location,features
0,Rs. 7.95Cr ,"Thecho, Lalitpur","['ROAD ACCESS-13-18 Feet ', 'FLOOR-3', 'BEDROOM-5', 'BATHROOM-5', 'BUILTUP AREA-4200 Sq. Feet', 'FURNISH STATUS-Full-Furnished']"
